id,state,county,areaname,1900,1910,1920,1930,1940,1950,1960,1970
,Alaska Territory,Northern District,Northern District,60,0,1703,1590,0,5772,fill
6005,California,Amador,Amador,2,36,34,59,96,177,364
6003,California,Alpine,Alpine,0,0,0,0,0,7,0
6001,California,Alameda,Alameda,3634,6320,10150,12335,69442,111420,161366
49031,Utah,Piute,Piute,1,0,0,0,1,0,0
51049,Virginia,Cumberland,Cumberland,6053,5754,4357,4381,4041,3450,2961
6009,California,Calaveras,Calaveras,17,11,8,9,67,93,140
48355,Texas,Nueces,Nueces,742,792,2640,5396,7958,10108,11165
46029,South Dakota,Codington,Codington,25,19,11,5,5,4,5
31151,Nebraska,Saline,Saline,23,2,0,0,1,7,56
49039,Utah,Sanpete,Sanpete,18,1,0,0,3,1,19
42079,Pennsylvania,Luzerne,Luzerne,924,815,1056,953,929,1081,1913
46025,South Dakota,Clark,Clark,4,9,0,0,1,1,0
42077,Pennsylvania,Lehigh,Lehigh,247,300,460,471,622,957,2318
46027,South Dakota,Clay,Clay,0,1,0,0,1,9,5
42075,Pennsylvania,Lebanon,Lebanon,215,304,329,262,222,350,327
46021,South Dakota,Campbell,Campbell,0,1,0,0,1,0,0
42073,Pennsylvania,Lawrence,Lawrence,699,1305,2129,2069,2213,2815,2788
46023,South Dakota,Charles Mix,Charles Mix,0,5,2,3,15,0,0
42071,Pennsylvania,Lancaster,Lancaster,2299,2166,2593,2594,2807,3574,5254
20169,Kansas,Saline,Saline,509,661,540,546,612,1742,1728
40011,Oklahoma,Blaine,Blaine,1434,839,2130,1520,1093,756,560
30083,Montana,Richland,Richland,fill,2,3,8,2,0,0
5149,Arkansas,Yell,Yell,1759,1418,1173,1054,553,427,364
20161,Kansas,Riley,Riley,311,354,338,429,706,1896,3661
20163,Kansas,Rooks,Rooks,79,71,70,74,48,33,55
20165,Kansas,Rush,Rush,14,21,19,19,6,3,8
20167,Kansas,Russell,Russell,54,49,39,47,53,39,4
51043,Virginia,Clarke,Clarke,1900,1743,1531,1303,1214,1366,1193
17019,Illinois,Champaign,Champaign,950,1620,2040,2135,4533,6770,10635
48353,Texas,Nolan,Nolan,111,181,622,684,783,748,719
51590,Virginia,Danville City,Danville City,6207,5678,5519,10168,10579,11558,10509
17013,Illinois,Calhoun,Calhoun,0,1,0,0,2,1,0
17011,Illinois,Bureau,Bureau,223,149,90,60,66,35,29
17017,Illinois,Cass,Cass,4,0,0,0,5,2,13
17015,Illinois,Carroll,Carroll,13,119,73,62,73,84,57
48193,Texas,Hamilton,Hamilton,8,10,0,0,1,2,0
55035,Wisconsin,Eau Claire,Eau Claire,33,23,16,20,18,13,152
51047,Virginia,Culpeper,Culpeper,5262,4692,4317,4214,3697,4139,4376
51017,Virginia,Bath,Bath,1176,931,1150,797,661,495,555
48491,Texas,Williamson,Williamson,7370,6515,7056,6813,5864,4878,4300
55033,Wisconsin,Dunn,Dunn,12,10,7,3,8,9,36
26005,Michigan,Allegan,Allegan,241,204,173,178,386,738,795
26007,Michigan,Alpena,Alpena,3,4,0,1,12,1,58
17165,Illinois,Saline,Saline,918,1490,1542,1347,973,845,683
26001,Michigan,Alcona,Alcona,9,1,0,0,1,0,0
51045,Virginia,Craig,Craig,207,95,15,50,16,2,0
26003,Michigan,Alger,Alger,12,13,17,39,20,2,23
53009,Washington,Clallam,Clallam,2,87,56,35,47,45,58
55049,Wisconsin,Iowa,Iowa,20,8,3,1,7,10,23
55031,Wisconsin,Douglas,Douglas,184,117,62,43,53,31,36
26009,Michigan,Antrim,Antrim,35,26,21,6,4,7,0
48505,Texas,Zapata,Zapata,0,0,6,0,1,17,0
45049,South Carolina,Hampton,Hampton,16120,11847,9821,10095,10079,9382,7771
48501,Texas,Yoakum,Yoakum,0,0,2,81,13,81,87
48503,Texas,Young,Young,3,1,324,236,140,251,233
45043,South Carolina,Georgetown,Georgetown,16110,14461,14005,15375,16856,18137,16204
45041,South Carolina,Florence,Florence,20340,24924,27573,31953,35765,36484,32646
45047,South Carolina,Greenwood,Greenwood,21302,18912,15608,14852,12551,13125,13841
45045,South Carolina,Greenville,Greenville,20861,23461,27855,30432,31478,36786,39598
38001,North Dakota,Adams,Adams,0,1,0,0,0,0,0
37021,North Carolina,Buncombe,Buncombe,7982,9618,16655,16149,15228,14040,12819
13141,Georgia,Hancock,Hancock,14268,13221,9345,9183,8047,7459,6659
37023,North Carolina,Burke,Burke,2570,2660,2606,3171,3383,3700,4438
13143,Georgia,Haralson,Haralson,2027,2022,1313,1524,1257,1193,1198
37025,North Carolina,Cabarrus,Cabarrus,6095,6347,7907,9767,9735,10811,11861
13145,Georgia,Harris,Harris,12865,11209,7693,6802,6373,6107,5185
37027,North Carolina,Caldwell,Caldwell,2416,1969,2406,2678,2992,3492,3545
13147,Georgia,Hart,Hart,5080,5624,3893,3961,3565,3727,3684
37029,North Carolina,Camden,Camden,2213,2125,2188,2245,2022,2357,2019
13149,Georgia,Heard,Heard,3756,3370,2369,2587,1845,1226,1228
5093,Arkansas,Mississippi,Mississippi,13472,19907,26145,25069,22096,20712,16529
5095,Arkansas,Monroe,Monroe,12526,13205,11501,10833,9507,8407,6855
5097,Arkansas,Montgomery,Montgomery,304,198,136,90,33,20,5
42107,Pennsylvania,Schuylkill,Schuylkill,242,253,583,427,190,358,352
42105,Pennsylvania,Potter,Potter,54,25,16,20,34,47,0
36049,New York,Lewis,Lewis,13,14,20,12,12,10,20
42101,Pennsylvania,Philadelphia,Philadelphia,84459,134229,219599,250880,376041,529240,653747
36045,New York,Jefferson,Jefferson,244,116,115,98,124,232,180
17169,Illinois,Schuyler,Schuyler,6,0,2,1,3,1,0
36041,New York,Hamilton,Hamilton,0,1,1,1,1,4,9
36043,New York,Herkimer,Herkimer,196,128,53,32,37,84,63
38069,North Dakota,Pierce,Pierce,25,17,6,0,1,0,0
48165,Texas,Gaines,Gaines,0,0,6,132,119,353,337
48163,Texas,Frio,Frio,151,85,104,110,98,60,27
48161,Texas,Freestone,Freestone,8772,9259,8776,8613,6316,4918,3551
38061,North Dakota,Mountrail,Mountrail,1,10,5,1,6,4,6
38063,North Dakota,Nelson,Nelson,1,1,8,6,1,0,0
38065,North Dakota,Oliver,Oliver,0,4,0,0,1,0,0
38067,North Dakota,Pembina,Pembina,5,17,11,1,6,0,0
20187,Kansas,Stanton,Stanton,2,11,0,0,5,3,0
20185,Kansas,Stafford,Stafford,127,114,37,24,23,17,11
20183,Kansas,Smith,Smith,5,10,7,0,2,0,10
20181,Kansas,Sherman,Sherman,16,6,0,0,2,18,10
20189,Kansas,Stevens,Stevens,81,169,142,111,79,66,32
41037,Oregon,Lake,Lake,8,0,3,1,2,4,0
40039,Oklahoma,Custer,Custer,291,135,703,477,663,952,854
41035,Oregon,Klamath,Klamath,21,18,101,92,169,456,496
41033,Oregon,Josephine,Josephine,4,22,0,1,13,6,0
13039,Georgia,Camden,Camden,5113,4273,3745,3419,3692,3973,4102
41031,Oregon,Jefferson,Jefferson,fill,5,4,0,1,5,93
13035,Georgia,Butts,Butts,7200,6586,4488,4290,4137,4183,4538
13037,Georgia,Calhoun,Calhoun,8361,7020,7431,7129,5790,4779,4166
13031,Georgia,Bulloch,Bulloch,10591,10034,10081,9841,9122,8947,9223
41039,Oregon,Lane,Lane,13,13,16,15,254,336,599
13033,Georgia,Burke,Burke,22462,24775,22698,19866,16732,13681,10988
18057,Indiana,Hamilton,Hamilton,555,464,369,361,343,319,251
30033,Montana,Garfield,Garfield,fill,2,0,0,0,0,0
18055,Indiana,Greene,Greene,85,48,13,9,9,5,16
48095,Texas,Concho,Concho,7,198,82,27,10,3,0
18053,Indiana,Grant,Grant,1528,1605,1408,1543,2139,3199,4509
18051,Indiana,Gibson,Gibson,1445,965,789,739,644,657,667
18059,Indiana,Hancock,Hancock,125,47,28,49,40,41,16
29017,Missouri,Bollinger,Bollinger,30,19,9,6,1,0,0
28019,Mississippi,Choctaw,Choctaw,4169,3551,3473,3891,3326,2516,2366
29015,Missouri,Benton,Benton,136,99,106,97,31,22,67
29013,Missouri,Bates,Bates,238,195,153,113,111,134,163
29011,Missouri,Barton,Barton,24,16,9,4,1,1,3
28011,Mississippi,Bolivar,Bolivar,42763,47533,52591,49321,42935,36663,30338
28013,Mississippi,Calhoun,Calhoun,3812,2887,3577,4574,4285,4346,3813
28015,Mississippi,Carroll,Carroll,13475,11353,11273,11815,8829,6492,4771
29019,Missouri,Boone,Boone,4185,3471,3293,3306,3010,3268,4299
28017,Mississippi,Chickasaw,Chickasaw,12714,11057,10461,10017,8422,6499,5976
37159,North Carolina,Rowan,Rowan,9074,9233,11488,12966,12846,13917,14318
42117,Pennsylvania,Tioga,Tioga,73,106,89,119,119,77,98
37151,North Carolina,Randolph,Randolph,3421,3554,3840,4328,4295,5105,5572
37153,North Carolina,Richmond,Richmond,9225,10545,13283,12224,12072,11774,11704
37155,North Carolina,Robeson,Robeson,22518,20307,22784,25573,27726,26256,21876
30039,Montana,Granite,Granite,10,6,1,0,0,0,0
37157,North Carolina,Rockingham,Rockingham,10474,10656,11337,12032,12985,14649,14824
35059,New Mexico,Union,Union,fill,16,26,27,3,2,0
8105,Colorado,Rio Grande,Rio Grande,5,10,4,4,6,14,20
8107,Colorado,Routt,Routt,28,81,125,168,89,24,0
8101,Colorado,Pueblo,Pueblo,1689,1455,1333,1420,1714,2247,2070
8103,Colorado,Rio Blanco,Rio Blanco,7,6,16,11,8,15,4
8109,Colorado,Saguache,Saguache,5,0,2,3,3,1,0
18123,Indiana,Perry,Perry,193,91,64,19,20,17,112
32510,Nevada,Carson City,Carson City City,fill,fill,fill,fill,fill,fill,166
18121,Indiana,Parke,Parke,160,101,74,41,29,36,24
18127,Indiana,Porter,Porter,8,2,17,24,32,69,198
18125,Indiana,Pike,Pike,133,137,51,35,18,15,16
51520,Virginia,Bristol City,Bristol City,1144,1062,1184,1046,1124,1152,1051
31161,Nebraska,Sheridan,Sheridan,1,8,7,3,2,0,9
18129,Indiana,Posey,Posey,963,518,496,368,326,278,301
55041,Wisconsin,Forest,Forest,2,3,0,0,6,0,107
29163,Missouri,Pike,Pike,3350,2606,2146,1973,1384,1298,1189
38087,North Dakota,Slope,Slope,fill,2,0,0,0,1,0
29161,Missouri,Phelps,Phelps,136,90,127,71,42,151,186
48079,Texas,Cochran,Cochran,0,1,4,73,164,292,418
29167,Missouri,Polk,Polk,138,44,20,13,6,0,10
38083,North Dakota,Sheridan,Sheridan,0,0,0,1,1,0,0
29165,Missouri,Platte,Platte,719,464,353,298,310,288,201
38081,North Dakota,Sargent,Sargent,1,4,6,5,2,1,0
30095,Montana,Stillwater,Stillwater,fill,3,0,1,5,1,4
40121,Oklahoma,Pittsburg,Pittsburg,5244,4005,3770,3557,3066,2531,2295
29169,Missouri,Pulaski,Pulaski,22,14,6,3,14,2772,4107
30091,Montana,Sheridan,Sheridan,fill,12,2,4,27,6,0
30093,Montana,Silver Bow,Silver Bow,260,236,174,175,76,82,41
38089,North Dakota,Stark,Stark,6,6,2,2,3,31,0
47189,Tennessee,Wilson,Wilson,6303,5728,4481,4563,4048,4117,4132
48453,Texas,Travis,Travis,15473,13415,15832,19551,22493,26863,32400
47185,Tennessee,White,White,899,785,712,657,494,428,366
46015,South Dakota,Brule,Brule,2,7,15,1,0,0,6
49007,Utah,Carbon,Carbon,6,196,39,37,90,75,16
47181,Tennessee,Wayne,Wayne,845,681,406,394,270,206,208
47183,Tennessee,Weakley,Weakley,3470,2896,2590,2436,2036,1755,1771
48451,Texas,Tom Green,Tom Green,716,633,1760,2127,3019,3114,3066
31167,Nebraska,Stanton,Stanton,1,1,3,0,1,0,4
48457,Texas,Tyler,Tyler,2207,2195,2960,2204,2232,2230,2224
28161,Mississippi,Yalobusha,Yalobusha,11182,8466,8251,8515,6661,5538,4814
28163,Mississippi,Yazoo,Yazoo,35502,26627,25220,26232,22071,18759,14579
48107,Texas,Crosby,Crosby,0,179,342,750,827,873,647
48345,Texas,Motley,Motley,0,40,358,264,259,266,271
40127,Oklahoma,Pushmataha,Pushmataha,385,386,363,470,264,180,155
53013,Washington,Columbia,Columbia,2,3,2,4,5,2,0
39013,Ohio,Belmont,Belmont,1782,2029,2699,2415,2068,2071,1804
48031,Texas,Blanco,Blanco,350,169,133,157,105,103,48
22101,Louisiana,St Mary,St Mary,21266,15174,14302,14242,13644,14950,17056
22103,Louisiana,St Tammany,St Tammany,6731,7648,7066,7303,7922,10532,11872
22105,Louisiana,Tangipahoa,Tangipahoa,9135,8892,15644,15042,16589,20111,20648
22107,Louisiana,Tensas,Tensas,15613,10314,10795,11194,8563,7665,5756
22109,Louisiana,Terrebonne,Terrebonne,11194,8742,8349,8823,8814,10401,11423
19097,Iowa,Jackson,Jackson,0,5,1,0,3,4,0
19091,Iowa,Humboldt,Humboldt,4,5,1,0,3,0,0
19093,Iowa,Ida,Ida,2,14,0,0,1,0,11
31165,Nebraska,Sioux,Sioux,14,18,0,0,0,3,0
51700,Virginia,Newport News City,Newport News City,7259,14077,13281,15283,18214,38700,39322
4019,Arizona,Pima,Pima,fill,419,1251,2083,5017,8067,10195
44001,Rhode Island,Bristol,Bristol,153,126,69,69,39,57,88
4013,Arizona,Maricopa,Maricopa,fill,1436,4879,7808,14409,25119,32643
51740,Virginia,Portsmouth City,Portsmouth City,11617,23245,18849,19338,30494,39290,44448
4011,Arizona,Greenlee,Greenlee,fill,60,28,9,85,49,6
4017,Arizona,Navajo,Navajo,fill,46,98,127,374,744,925
48343,Texas,Morris,Morris,3706,3751,3722,3714,3126,3384,3222
39113,Ohio,Montgomery,Montgomery,5481,10115,18313,21939,37518,61886,83510
51091,Virginia,Highland,Highland,260,221,153,86,118,18,20
39111,Ohio,Monroe,Monroe,90,62,37,45,21,7,4
51093,Virginia,Isle Of Wight,Isle Of Wight,7512,7149,6923,6895,7742,9022,9058
39117,Ohio,Morrow,Morrow,56,36,24,18,15,10,9
51095,Virginia,James City,James City,3034,2720,2042,2169,2939,4085,6226
39115,Ohio,Morgan,Morgan,147,233,275,377,361,495,495
51097,Virginia,King And Queen,King And Queen,5373,5056,4156,3674,3370,3066,2786
51099,Virginia,King George,King George,2913,2292,1878,1817,1839,1950,2125
39119,Ohio,Muskingum,Muskingum,1686,1784,2111,2297,2642,3376,3225
39019,Ohio,Carroll,Carroll,25,127,282,256,371,314,133
21009,Kentucky,Barren,Barren,3590,3302,2773,2726,2217,2106,1794
21001,Kentucky,Adair,Adair,1475,1170,1015,1103,932,778,490
21003,Kentucky,Allen,Allen,910,798,482,368,246,265,223
21005,Kentucky,Anderson,Anderson,734,612,562,500,463,386,379
21007,Kentucky,Ballard,Ballard,1585,1386,931,770,527,407,413
48357,Texas,Ochiltree,Ochiltree,0,1,0,0,0,0,0
22079,Louisiana,Rapides,Rapides,21445,24992,25126,26899,29967,33769,32884
22075,Louisiana,Plaquemines,Plaquemines,6847,5393,4530,5410,5462,6339,5778
22077,Louisiana,Pointe Coupee,Pointe Coupee,17147,14981,12211,13556,11725,12048,11063
22071,Louisiana,Orleans,Orleans,89262,100930,129632,149034,181775,233514,267347
22073,Louisiana,Ouachita,Ouachita,14153,13897,19041,21020,24647,32727,31492
29075,Missouri,Gentry,Gentry,11,5,1,1,2,4,5
46101,South Dakota,Moody,Moody,2,2,0,0,1,18,0
46107,South Dakota,Potter,Potter,0,5,0,0,0,21,0
46105,South Dakota,Perkins,Perkins,2,4,1,1,0,0,0
48341,Texas,Moore,Moore,0,5,0,0,6,2,0
46109,South Dakota,Roberts,Roberts,3,4,2,1,5,0,5
29077,Missouri,Greene,Greene,2625,2261,2075,2168,2126,2358,2432
27165,Minnesota,Watonwan,Watonwan,1,5,5,7,5,5,6
53017,Washington,Douglas,Douglas,11,15,23,24,22,18,16
27167,Minnesota,Wilkin,Wilkin,3,4,3,1,3,0,17
27161,Minnesota,Waseca,Waseca,5,1,9,4,6,2,0
27163,Minnesota,Washington,Washington,71,58,64,50,74,135,173
29071,Missouri,Franklin,Franklin,1365,961,567,571,468,543,540
27169,Minnesota,Winona,Winona,22,13,7,18,18,18,51
21175,Kentucky,Morgan,Morgan,34,11,8,2,0,7,9
53043,Washington,Lincoln,Lincoln,13,5,2,4,22,8,0
21177,Kentucky,Muhlenberg,Muhlenberg,2911,2758,2941,2221,1636,1343,1130
21171,Kentucky,Monroe,Monroe,705,597,484,450,364,351,375
21173,Kentucky,Montgomery,Montgomery,3192,2517,1967,1622,1307,1312,1106
51067,Virginia,Franklin,Franklin,5435,4612,3770,3720,3576,3738,3654
56025,Wyoming,Natrona,Natrona,19,166,164,170,293,483,404
30089,Montana,Sanders,Sanders,19,8,7,0,13,1,0
21179,Kentucky,Nelson,Nelson,2935,2069,2045,1737,1587,1745,1767
56023,Wyoming,Lincoln,Lincoln,fill,35,17,16,17,15,8
32027,Nevada,Pershing,Pershing,fill,7,6,6,12,12,0
32025,Nevada,Ormsby,Ormsby,56,11,13,17,35,71,fill
32023,Nevada,Nye,Nye,74,24,19,15,12,51,17
31141,Nebraska,Platte,Platte,15,17,6,4,4,2,3
32029,Nevada,Storey,Storey,10,0,0,2,0,0,8
6011,California,Colusa,Colusa,50,64,68,42,83,105,41
6013,California,Contra Costa,Contra Costa,67,222,355,582,22023,25294,41529
31143,Nebraska,Polk,Polk,6,2,0,0,5,0,5
6015,California,Del Norte,Del Norte,1,3,3,4,7,27,53
6017,California,El Dorado,El Dorado,28,17,24,34,40,38,115
6019,California,Fresno,Fresno,474,930,1363,2812,11492,17392,20207
53015,Washington,Cowlitz,Cowlitz,9,19,80,75,156,131,105
28073,Mississippi,Lamar,Lamar,3619,3286,2729,2085,2101,2231,2013
49029,Utah,Morgan,Morgan,0,2,1,0,2,1,0
42049,Pennsylvania,Erie,Erie,392,882,1330,1455,3528,6994,8999
46039,South Dakota,Deuel,Deuel,5,9,6,1,2,2,0
42043,Pennsylvania,Dauphin,Dauphin,6536,8305,10321,11113,14667,21172,26248
26163,Michigan,Wayne,Wayne,6085,43720,131747,163292,335414,529582,721108
42041,Pennsylvania,Cumberland,Cumberland,1788,1582,1296,1201,1665,1847,1767
26161,Michigan,Washtenaw,Washtenaw,1130,1400,2566,3638,9441,11773,17804
42047,Pennsylvania,Elk,Elk,34,210,133,85,25,24,3
46033,South Dakota,Custer,Custer,4,5,7,8,13,7,0
42045,Pennsylvania,Delaware,Delaware,11897,15717,21842,22708,29415,38529,43549
26165,Michigan,Wexford,Wexford,60,35,23,31,13,14,3
17027,Illinois,Clinton,Clinton,285,188,173,144,101,75,234
17025,Illinois,Clay,Clay,26,11,13,3,5,5,4
17023,Illinois,Clark,Clark,74,25,15,3,9,7,4
17021,Illinois,Christian,Christian,181,134,150,98,131,106,89
48373,Texas,Polk,Polk,6594,5472,5567,6078,4504,4068,3829
48371,Texas,Pecos,Pecos,2,6,31,75,136,81,134
48377,Texas,Presidio,Presidio,31,29,110,21,57,1,42
17029,Illinois,Coles,Coles,201,213,179,170,176,203,299
51820,Virginia,Waynesboro City,Waynesboro City,fill,fill,fill,fill,1007,976,1074
48081,Texas,Coke,Coke,0,2,66,38,5,4,0
42115,Pennsylvania,Susquehanna,Susquehanna,114,87,101,85,88,62,87
36051,New York,Livingston,Livingston,344,357,473,515,628,839,924
26017,Michigan,Bay,Bay,188,136,172,169,334,587,735
26015,Michigan,Barry,Barry,23,9,11,14,7,19,24
26013,Michigan,Baraga,Baraga,2,5,1,1,3,0,38
26011,Michigan,Arenac,Arenac,6,0,0,1,2,4,11
42111,Pennsylvania,Somerset,Somerset,246,549,245,167,148,132,111
53019,Washington,Ferry,Ferry,10,2,3,3,8,3,75
26019,Michigan,Benzie,Benzie,89,41,47,69,43,30,144
2200,Alaska,Prince Of Wales,Prince Of Wales,fill,fill,fill,fill,fill,fill,0
42113,Pennsylvania,Sullivan,Sullivan,2,1,4,1,4,26,27
48227,Texas,Howard,Howard,4,0,523,597,890,1672,1674
48351,Texas,Newton,Newton,3864,4601,5172,5567,3824,3446,3365
29229,Missouri,Wright,Wright,236,249,210,173,94,92,109
36113,New York,Warren,Warren,25,17,60,100,116,147,178
29221,Missouri,Washington,Washington,403,281,234,213,142,135,104
29223,Missouri,Wayne,Wayne,23,9,9,12,5,4,5
29225,Missouri,Webster,Webster,87,53,21,10,8,17,0
29227,Missouri,Worth,Worth,0,0,0,0,2,0,0
37033,North Carolina,Caswell,Caswell,7651,7850,8473,9114,9922,9549,9147
5089,Arkansas,Marion,Marion,0,0,1,0,0,1,0
37031,North Carolina,Carteret,Carteret,2292,2385,2534,2697,2904,3684,3517
37037,North Carolina,Chatham,Chatham,7668,7818,8018,7912,8135,8408,8977
37035,North Carolina,Catawba,Catawba,3471,3574,4938,5165,5594,6770,7942
5083,Arkansas,Logan,Logan,640,467,527,624,492,325,277
42119,Pennsylvania,Union,Union,59,28,32,214,514,649,744
5081,Arkansas,Little River,Little River,5698,6006,6013,5828,3939,2884,3056
37039,North Carolina,Cherokee,Cherokee,503,324,335,182,290,317,367
5087,Arkansas,Madison,Madison,45,40,16,15,3,3,5
5085,Arkansas,Lonoke,Lonoke,11268,11628,10917,8670,6644,5849,4779
36117,New York,Wayne,Wayne,194,135,122,115,428,1517,2499
36039,New York,Greene,Greene,513,389,496,721,876,865,910
46069,South Dakota,Hyde,Hyde,1,3,0,0,2,0,0
42131,Pennsylvania,Wyoming,Wyoming,12,19,13,6,18,46,10
48191,Texas,Hall,Hall,2,8,793,407,986,959,611
36031,New York,Essex,Essex,82,36,82,78,115,122,90
36033,New York,Franklin,Franklin,53,47,71,70,110,62,32
13253,Georgia,Seminole,Seminole,fill,fill,2898,3457,2991,2611,2472
36035,New York,Fulton,Fulton,317,305,251,248,304,328,379
36037,New York,Genesee,Genesee,162,191,339,343,436,741,1040
8009,Colorado,Baca,Baca,2,20,2,7,1,2,4
54099,West Virginia,Wayne,Wayne,169,142,117,80,39,24,67
54093,West Virginia,Tucker,Tucker,344,210,77,68,45,20,15
54091,West Virginia,Taylor,Taylor,527,641,722,578,683,193,150
54097,West Virginia,Upshur,Upshur,226,196,201,155,92,71,38
54095,West Virginia,Tyler,Tyler,115,52,35,27,20,12,5
48153,Texas,Floyd,Floyd,0,11,126,262,387,893,754
51780,Virginia,South Boston City,South Boston City,fill,fill,fill,fill,fill,1937,2288
48151,Texas,Fisher,Fisher,9,314,443,533,561,377,316
48157,Texas,Fort Bend,Fort Bend,11422,9996,9787,9110,7520,8104,8849
48155,Texas,Foard,Foard,6,29,307,228,430,271,138
48405,Texas,San Augustine,San Augustine,3453,4152,3699,3598,3063,3009,2664
48159,Texas,Franklin,Franklin,735,573,442,525,424,395,381
48401,Texas,Rusk,Rusk,11314,12713,13944,15739,12632,10596,9178
48403,Texas,Sabine,Sabine,1679,2616,2670,2510,2240,1892,1715
46063,South Dakota,Harding,Harding,0,1,0,0,0,0,0
13049,Georgia,Charlton,Charlton,1189,948,1034,1496,1383,1697,1914
41021,Oregon,Gilliam,Gilliam,1,1,2,1,1,15,0
45075,South Carolina,Orangeburg,Orangeburg,36794,42718,40640,39908,43425,41181,38332
41023,Oregon,Grant,Grant,3,1,2,2,4,3,0
45073,South Carolina,Oconee,Oconee,6848,6398,5999,5764,4771,4291,3981
41025,Oregon,Harney,Harney,2,14,9,4,4,6,56
45071,South Carolina,Newberry,Newberry,22040,20641,16154,14242,11824,10427,9684
41027,Oregon,Hood River,Hood River,8,4,2,3,28,16,0
48089,Texas,Colorado,Colorado,7074,6453,5955,5460,4436,4595,4066
41029,Oregon,Jackson,Jackson,41,65,18,6,12,32,126
13043,Georgia,Candler,Candler,fill,3737,3141,3107,2785,2361,2075
13045,Georgia,Carroll,Carroll,6383,7265,7617,7252,6612,6987,7395
13047,Georgia,Catoosa,Catoosa,476,341,436,323,318,307,285
18041,Indiana,Fayette,Fayette,440,504,499,542,526,486,490
18043,Indiana,Floyd,Floyd,1749,1535,1399,1325,1446,2010,2139
48223,Texas,Hopkins,Hopkins,3283,3011,2749,3043,2631,2318,2310
18045,Indiana,Fountain,Fountain,30,20,4,1,11,5,0
18047,Indiana,Franklin,Franklin,6,4,0,1,6,3,5
18049,Indiana,Fulton,Fulton,6,15,34,41,9,39,94
48087,Texas,Collingsworth,Collingsworth,3,38,774,386,671,534,426
55078,Wisconsin,Menominee,Menominee,fill,fill,fill,fill,fill,fill,4
29001,Missouri,Adair,Adair,216,106,113,93,37,70,186
29003,Missouri,Andrew,Andrew,130,95,42,33,12,5,47
29005,Missouri,Atchison,Atchison,14,4,16,1,3,3,75
29007,Missouri,Audrain,Audrain,1617,1628,1977,1758,1735,1654,1510
29009,Missouri,Barry,Barry,6,1,0,2,8,5,0
37149,North Carolina,Polk,Polk,1094,1497,1530,1643,1504,1422,1413
51011,Virginia,Appomattox,Appomattox,3089,2838,2296,2438,2160,2328,2426
37143,North Carolina,Perquimans,Perquimans,5589,5465,5287,4728,4586,4303,3464
37141,North Carolina,Pender,Pender,7620,7318,7567,8219,8897,8886,7926
37147,North Carolina,Pitt,Pitt,18106,23025,26370,29086,29503,30467,25569
37145,North Carolina,Person,Person,7474,7997,8584,9122,8657,9306,8363
51530,Virginia,Buena Vista City,Buena Vista City,416,356,264,261,216,253,209
